I_Data	Q_Data
2.742264e+01	0.000000e+00
2.732853e+01	0.000000e+00
2.664745e+01	0.000000e+00
2.682836e+01	0.000000e+00
2.699292e+01	0.000000e+00
2.689436e+01	0.000000e+00
2.745974e+01	0.000000e+00
2.712739e+01	0.000000e+00
2.673180e+01	0.000000e+00
2.760855e+01	0.000000e+00
2.687192e+01	0.000000e+00
2.674701e+01	0.000000e+00
2.675004e+01	0.000000e+00
2.675217e+01	0.000000e+00
2.714934e+01	0.000000e+00
2.687997e+01	0.000000e+00
2.696985e+01	0.000000e+00
2.679910e+01	0.000000e+00
2.671729e+01	0.000000e+00
2.627247e+01	0.000000e+00
2.657232e+01	0.000000e+00
2.661783e+01	0.000000e+00
2.692792e+01	0.000000e+00
2.690833e+01	0.000000e+00
2.746877e+01	0.000000e+00
2.686124e+01	0.000000e+00
2.676257e+01	0.000000e+00
2.741414e+01	0.000000e+00
2.816843e+01	0.000000e+00
2.762544e+01	0.000000e+00
2.711341e+01	0.000000e+00
2.702500e+01	0.000000e+00
2.688313e+01	0.000000e+00
2.696250e+01	0.000000e+00
2.689471e+01	0.000000e+00
2.722261e+01	0.000000e+00
2.681629e+01	0.000000e+00
2.691802e+01	0.000000e+00
2.671066e+01	0.000000e+00
2.726604e+01	0.000000e+00
2.747203e+01	0.000000e+00
2.694518e+01	0.000000e+00
2.754726e+01	0.000000e+00
2.701247e+01	0.000000e+00
2.777014e+01	0.000000e+00
2.673000e+01	0.000000e+00
2.696467e+01	0.000000e+00
2.735400e+01	0.000000e+00
2.713040e+01	0.000000e+00
2.727342e+01	0.000000e+00
2.719447e+01	0.000000e+00
2.676768e+01	0.000000e+00
2.700806e+01	0.000000e+00
2.740485e+01	0.000000e+00
2.727950e+01	0.000000e+00
2.673830e+01	0.000000e+00
2.698877e+01	0.000000e+00
2.669076e+01	0.000000e+00
2.704111e+01	0.000000e+00
2.682180e+01	0.000000e+00
2.705744e+01	0.000000e+00
2.677914e+01	0.000000e+00
2.735640e+01	0.000000e+00
2.741254e+01	0.000000e+00
2.663667e+01	0.000000e+00
2.701422e+01	0.000000e+00
2.747622e+01	0.000000e+00
2.700705e+01	0.000000e+00
2.727827e+01	0.000000e+00
2.744484e+01	0.000000e+00
2.725471e+01	0.000000e+00
2.700413e+01	0.000000e+00
2.657653e+01	0.000000e+00
2.751599e+01	0.000000e+00
2.690155e+01	0.000000e+00
2.736414e+01	0.000000e+00
2.730490e+01	0.000000e+00
2.784506e+01	0.000000e+00
2.726966e+01	0.000000e+00
2.732005e+01	0.000000e+00
2.681513e+01	0.000000e+00
2.648082e+01	0.000000e+00
2.703167e+01	0.000000e+00
2.755266e+01	0.000000e+00
2.685447e+01	0.000000e+00
2.681554e+01	0.000000e+00
2.695996e+01	0.000000e+00
2.720582e+01	0.000000e+00
2.715953e+01	0.000000e+00
2.666594e+01	0.000000e+00
2.742199e+01	0.000000e+00
2.719591e+01	0.000000e+00
2.762826e+01	0.000000e+00
2.742875e+01	0.000000e+00
2.712346e+01	0.000000e+00
2.740508e+01	0.000000e+00
2.703658e+01	0.000000e+00
2.687620e+01	0.000000e+00
2.727125e+01	0.000000e+00
2.739743e+01	0.000000e+00
2.700382e+01	0.000000e+00
2.720768e+01	0.000000e+00
2.704042e+01	0.000000e+00
2.709084e+01	0.000000e+00
2.696919e+01	0.000000e+00
2.684057e+01	0.000000e+00
2.757775e+01	0.000000e+00
2.736849e+01	0.000000e+00
2.795444e+01	0.000000e+00
2.743397e+01	0.000000e+00
2.706849e+01	0.000000e+00
2.728977e+01	0.000000e+00
2.658524e+01	0.000000e+00
2.705444e+01	0.000000e+00
2.622621e+01	0.000000e+00
2.740930e+01	0.000000e+00
2.708244e+01	0.000000e+00
2.702466e+01	0.000000e+00
2.690235e+01	0.000000e+00
2.736974e+01	0.000000e+00
2.699521e+01	0.000000e+00
2.747264e+01	0.000000e+00
2.673609e+01	0.000000e+00
2.721718e+01	0.000000e+00
2.757458e+01	0.000000e+00
2.697279e+01	0.000000e+00
2.753045e+01	0.000000e+00
2.689489e+01	0.000000e+00
2.739905e+01	0.000000e+00
2.753838e+01	0.000000e+00
2.726867e+01	0.000000e+00
2.711708e+01	0.000000e+00
2.724833e+01	0.000000e+00
2.667918e+01	0.000000e+00
